4215,0,1832,0,612,"2016-08-19 00:00:00",\N,\N,\N,\N,\N,\N,\N
1024,0,5790,6271,270,"2013-09-16 00:00:00",\N,\N,\N,\N,\N,\N,\N
2602,0,1142,1098,86,"2014-07-04 00:00:00",\N,\N,\N,\N,\N,\N,\N
154,2222,3548,2261,163,"2011-12-30 00:00:00",\N,\N,\N,\N,\N,\N,\N
2621,0,3346,0,410,"2014-07-28 00:00:00",\N,\N,\N,\N,\N,\N,\N
2047,0,5228,1073,197,"2014-07-10 00:00:00",\N,\N,\N,\N,\N,\N,\N
4882,0,7,0,580,"2017-10-10 00:00:00",\N,\N,\N,\N,\N,\N,\N
435,8156,5222,5055,426,"2012-12-28 00:00:00",\N,\N,\N,\N,\N,\N,\N
1597,0,2402,8852,396,"2013-12-27 00:00:00",\N,\N,\N,\N,\N,\N,\N
2797,0,567,0,370,"2014-07-10 00:00:00",\N,\N,\N,\N,\N,\N,\N
845,8304,2412,1396,63,"2013-11-06 00:00:00",\N,\N,\N,\N,\N,\N,\N
2209,0,4612,0,425,"2014-11-26 00:00:00",\N,\N,\N,\N,\N,\N,\N
2617,0,2849,0,469,"2014-07-03 00:00:00",\N,\N,\N,\N,\N,\N,\N
1443,0,5208,6098,454,"2013-11-25 00:00:00",\N,\N,\N,\N,\N,\N,\N
640,9661,3183,9885,32,"2013-11-05 00:00:00",\N,\N,\N,\N,\N,\N,\N
2882,0,5634,3706,123,"2014-12-29 00:00:00",\N,\N,\N,\N,\N,\N,\N
